id,parent_id,level,name,slug
bz.01.02.07,bz.01.02,3,Getriebe & Kupplung – Sport,automotive/getriebe-und-kupplung/getriebe-und-kupplung-sport
bz.01.02.08,bz.01.02,3,Getriebe & Kupplung – Universal,automotive/getriebe-und-kupplung/getriebe-und-kupplung-universal
bz.01.02.09,bz.01.02,3,Getriebe & Kupplung – OEM,automotive/getriebe-und-kupplung/getriebe-und-kupplung-oem
bz.01.02.10,bz.01.02,3,Getriebe & Kupplung – Aftermarket,automotive/getriebe-und-kupplung/getriebe-und-kupplung-aftermarket
bz.01.03,bz.01,2,Bremsanlage,automotive/bremsanlage
bz.01.03.01,bz.01.03,3,Bremsanlage – PKW,automotive/bremsanlage/bremsanlage-pkw
bz.01.03.02,bz.01.03,3,Bremsanlage – SUV,automotive/bremsanlage/bremsanlage-suv
bz.01.03.03,bz.01.03,3,Bremsanlage – Transporter,automotive/bremsanlage/bremsanlage-transporter
bz.01.03.04,bz.01.03,3,Bremsanlage – LKW,automotive/bremsanlage/bremsanlage-lkw
bz.01.03.05,bz.01.03,3,Bremsanlage – Nutzfahrzeug,automotive/bremsanlage/bremsanlage-nutzfahrzeug
bz.01.03.06,bz.01.03,3,Bremsanlage – Oldtimer,automotive/bremsanlage/bremsanlage-oldtimer
bz.01.03.07,bz.01.03,3,Bremsanlage – Sport,automotive/bremsanlage/bremsanlage-sport
bz.01.03.08,bz.01.03,3,Bremsanlage – Universal,automotive/bremsanlage/bremsanlage-universal
bz.01.03.09,bz.01.03,3,Bremsanlage – OEM,automotive/bremsanlage/bremsanlage-oem
bz.01.03.10,bz.01.03,3,Bremsanlage – Aftermarket,automotive/bremsanlage/bremsanlage-aftermarket
bz.01.04,bz.01,2,Fahrwerk & Lenkung,automotive/fahrwerk-und-lenkung
bz.01.04.01,bz.01.04,3,Fahrwerk & Lenkung – PKW,automotive/fahrwerk-und-lenkung/fahrwerk-und-lenkung-pkw
bz.01.04.02,bz.01.04,3,Fahrwerk & Lenkung – SUV,automotive/fahrwerk-und-lenkung/fahrwerk-und-lenkung-suv
bz.01.04.03,bz.01.04,3,Fahrwerk & Lenkung – Transporter,automotive/fahrwerk-und-lenkung/fahrwerk-und-lenkung-transporter
bz.01.04.04,bz.01.04,3,Fahrwerk & Lenkung – LKW,automotive/fahrwerk-und-lenkung/fahrwerk-und-lenkung-lkw
bz.01.04.05,bz.01.04,3,Fahrwerk & Lenkung – Nutzfahrzeug,automotive/fahrwerk-und-lenkung/fahrwerk-und-lenkung-nutzfahrzeug
bz.01.04.06,bz.01.04,3,Fahrwerk & Lenkung – Oldtimer,automotive/fahrwerk-und-lenkung/fahrwerk-und-lenkung-oldtimer
bz.01.04.07,bz.01.04,3,Fahrwerk & Lenkung – Sport,automotive/fahrwerk-und-lenkung/fahrwerk-und-lenkung-sport
bz.01.04.08,bz.01.04,3,Fahrwerk & Lenkung – Universal,automotive/fahrwerk-und-lenkung/fahrwerk-und-lenkung-universal
bz.01.04.09,bz.01.04,3,Fahrwerk & Lenkung – OEM,automotive/fahrwerk-und-lenkung/fahrwerk-und-lenkung-oem
bz.01.04.10,bz.01.04,3,Fahrwerk & Lenkung – Aftermarket,automotive/fahrwerk-und-lenkung/fahrwerk-und-lenkung-aftermarket
bz.01.05,bz.01,2,Elektrik & Elektronik,automotive/elektrik-und-elektronik
bz.01.05.01,bz.01.05,3,Elektrik & Elektronik – PKW,automotive/elektrik-und-elektronik/elektrik-und-elektronik-pkw
bz.01.05.02,bz.01.05,3,Elektrik & Elektronik – SUV,automotive/elektrik-und-elektronik/elektrik-und-elektronik-suv
bz.01.05.03,bz.01.05,3,Elektrik & Elektronik – Transporter,automotive/elektrik-und-elektronik/elektrik-und-elektronik-transporter
bz.01.05.04,bz.01.05,3,Elektrik & Elektronik – LKW,automotive/elektrik-und-elektronik/elektrik-und-elektronik-lkw
bz.01.05.05,bz.01.05,3,Elektrik & Elektronik – Nutzfahrzeug,automotive/elektrik-und-elektronik/elektrik-und-elektronik-nutzfahrzeug
bz.01.05.06,bz.01.05,3,Elektrik & Elektronik – Oldtimer,automotive/elektrik-und-elektronik/elektrik-und-elektronik-oldtimer
bz.01.05.07,bz.01.05,3,Elektrik & Elektronik – Sport,automotive/elektrik-und-elektronik/elektrik-und-elektronik-sport
bz.01.05.08,bz.01.05,3,Elektrik & Elektronik – Universal,automotive/elektrik-und-elektronik/elektrik-und-elektronik-universal
bz.01.05.09,bz.01.05,3,Elektrik & Elektronik – OEM,automotive/elektrik-und-elektronik/elektrik-und-elektronik-oem
bz.01.05.10,bz.01.05,3,Elektrik & Elektronik – Aftermarket,automotive/elektrik-und-elektronik/elektrik-und-elektronik-aftermarket
bz.01.06,bz.01,2,Karosserie,automotive/karosserie
bz.01.06.01,bz.01.06,3,Karosserie – PKW,automotive/karosserie/karosserie-pkw
bz.01.06.02,bz.01.06,3,Karosserie – SUV,automotive/karosserie/karosserie-suv
bz.01.06.03,bz.01.06,3,Karosserie – Transporter,automotive/karosserie/karosserie-transporter
bz.01.06.04,bz.01.06,3,Karosserie – LKW,automotive/karosserie/karosserie-lkw
bz.01.06.05,bz.01.06,3,Karosserie – Nutzfahrzeug,automotive/karosserie/karosserie-nutzfahrzeug
bz.01.06.06,bz.01.06,3,Karosserie – Oldtimer,automotive/karosserie/karosserie-oldtimer
bz.01.06.07,bz.01.06,3,Karosserie – Sport,automotive/karosserie/karosserie-sport
bz.01.06.08,bz.01.06,3,Karosserie – Universal,automotive/karosserie/karosserie-universal
bz.01.06.09,bz.01.06,3,Karosserie – OEM,automotive/karosserie/karosserie-oem
bz.01.06.10,bz.01.06,3,Karosserie – Aftermarket,automotive/karosserie/karosserie-aftermarket
bz.01.07,bz.01,2,Innenraum,automotive/innenraum
bz.01.07.01,bz.01.07,3,Innenraum – PKW,automotive/innenraum/innenraum-pkw
bz.01.07.02,bz.01.07,3,Innenraum – SUV,automotive/innenraum/innenraum-suv
bz.01.07.03,bz.01.07,3,Innenraum – Transporter,automotive/innenraum/innenraum-transporter
bz.01.07.04,bz.01.07,3,Innenraum – LKW,automotive/innenraum/innenraum-lkw
bz.01.07.05,bz.01.07,3,Innenraum – Nutzfahrzeug,automotive/innenraum/innenraum-nutzfahrzeug
bz.01.07.06,bz.01.07,3,Innenraum – Oldtimer,automotive/innenraum/innenraum-oldtimer
bz.01.07.07,bz.01.07,3,Innenraum – Sport,automotive/innenraum/innenraum-sport
bz.01.07.08,bz.01.07,3,Innenraum – Universal,automotive/innenraum/innenraum-universal
bz.01.07.09,bz.01.07,3,Innenraum – OEM,automotive/innenraum/innenraum-oem
bz.01.07.10,bz.01.07,3,Innenraum – Aftermarket,automotive/innenraum/innenraum-aftermarket
bz.01.08,bz.01,2,Klima & Heizung,automotive/klima-und-heizung
bz.01.08.01,bz.01.08,3,Klima & Heizung – PKW,automotive/klima-und-heizung/klima-und-heizung-pkw
bz.01.08.02,bz.01.08,3,Klima & Heizung – SUV,automotive/klima-und-heizung/klima-und-heizung-suv
bz.01.08.03,bz.01.08,3,Klima & Heizung – Transporter,automotive/klima-und-heizung/klima-und-heizung-transporter
bz.01.08.04,bz.01.08,3,Klima & Heizung – LKW,automotive/klima-und-heizung/klima-und-heizung-lkw
bz.01.08.05,bz.01.08,3,Klima & Heizung – Nutzfahrzeug,automotive/klima-und-heizung/klima-und-heizung-nutzfahrzeug
bz.01.08.06,bz.01.08,3,Klima & Heizung – Oldtimer,automotive/klima-und-heizung/klima-und-heizung-oldtimer
bz.01.08.07,bz.01.08,3,Klima & Heizung – Sport,automotive/klima-und-heizung/klima-und-heizung-sport
bz.01.08.08,bz.01.08,3,Klima & Heizung – Universal,automotive/klima-und-heizung/klima-und-heizung-universal
bz.01.08.09,bz.01.08,3,Klima & Heizung – OEM,automotive/klima-und-heizung/klima-und-heizung-oem
bz.01.08.10,bz.01.08,3,Klima & Heizung – Aftermarket,automotive/klima-und-heizung/klima-und-heizung-aftermarket
bz.01.09,bz.01,2,Kraftstoffsystem,automotive/kraftstoffsystem
bz.01.09.01,bz.01.09,3,Kraftstoffsystem – PKW,automotive/kraftstoffsystem/kraftstoffsystem-pkw
bz.01.09.02,bz.01.09,3,Kraftstoffsystem – SUV,automotive/kraftstoffsystem/kraftstoffsystem-suv
bz.01.09.03,bz.01.09,3,Kraftstoffsystem – Transporter,automotive/kraftstoffsystem/kraftstoffsystem-transporter
bz.01.09.04,bz.01.09,3,Kraftstoffsystem – LKW,automotive/kraftstoffsystem/kraftstoffsystem-lkw
bz.01.09.05,bz.01.09,3,Kraftstoffsystem – Nutzfahrzeug,automotive/kraftstoffsystem/kraftstoffsystem-nutzfahrzeug
bz.01.09.06,bz.01.09,3,Kraftstoffsystem – Oldtimer,automotive/kraftstoffsystem/kraftstoffsystem-oldtimer
bz.01.09.07,bz.01.09,3,Kraftstoffsystem – Sport,automotive/kraftstoffsystem/kraftstoffsystem-sport
bz.01.09.08,bz.01.09,3,Kraftstoffsystem – Universal,automotive/kraftstoffsystem/kraftstoffsystem-universal
bz.01.09.09,bz.01.09,3,Kraftstoffsystem – OEM,automotive/kraftstoffsystem/kraftstoffsystem-oem
bz.01.09.10,bz.01.09,3,Kraftstoffsystem – Aftermarket,automotive/kraftstoffsystem/kraftstoffsystem-aftermarket
bz.01.10,bz.01,2,Abgasanlage,automotive/abgasanlage
bz.01.10.01,bz.01.10,3,Abgasanlage – PKW,automotive/abgasanlage/abgasanlage-pkw
bz.01.10.02,bz.01.10,3,Abgasanlage – SUV,automotive/abgasanlage/abgasanlage-suv
bz.01.10.03,bz.01.10,3,Abgasanlage – Transporter,automotive/abgasanlage/abgasanlage-transporter
bz.01.10.04,bz.01.10,3,Abgasanlage – LKW,automotive/abgasanlage/abgasanlage-lkw
bz.01.10.05,bz.01.10,3,Abgasanlage – Nutzfahrzeug,automotive/abgasanlage/abgasanlage-nutzfahrzeug
bz.01.10.06,bz.01.10,3,Abgasanlage – Oldtimer,automotive/abgasanlage/abgasanlage-oldtimer
bz.01.10.07,bz.01.10,3,Abgasanlage – Sport,automotive/abgasanlage/abgasanlage-sport
bz.01.10.08,bz.01.10,3,Abgasanlage – Universal,automotive/abgasanlage/abgasanlage-universal
bz.01.10.09,bz.01.10,3,Abgasanlage – OEM,automotive/abgasanlage/abgasanlage-oem
bz.01.10.10,bz.01.10,3,Abgasanlage – Aftermarket,automotive/abgasanlage/abgasanlage-aftermarket
bz.01.11,bz.01,2,Filter,automotive/filter
bz.01.11.01,bz.01.11,3,Filter – PKW,automotive/filter/filter-pkw
bz.01.11.02,bz.01.11,3,Filter – SUV,automotive/filter/filter-suv
bz.01.11.03,bz.01.11,3,Filter – Transporter,automotive/filter/filter-transporter
bz.01.11.04,bz.01.11,3,Filter – LKW,automotive/filter/filter-lkw
bz.01.11.05,bz.01.11,3,Filter – Nutzfahrzeug,automotive/filter/filter-nutzfahrzeug
bz.01.11.06,bz.01.11,3,Filter – Oldtimer,automotive/filter/filter-oldtimer
bz.01.11.07,bz.01.11,3,Filter – Sport,automotive/filter/filter-sport
bz.01.11.08,bz.01.11,3,Filter – Universal,automotive/filter/filter-universal
bz.01.11.09,bz.01.11,3,Filter – OEM,automotive/filter/filter-oem
bz.01.11.10,bz.01.11,3,Filter – Aftermarket,automotive/filter/filter-aftermarket
bz.01.12,bz.01,2,Werkstatt & Diagnose,automotive/werkstatt-und-diagnose
bz.01.12.01,bz.01.12,3,Werkstatt & Diagnose – PKW,automotive/werkstatt-und-diagnose/werkstatt-und-diagnose-pkw
bz.01.12.02,bz.01.12,3,Werkstatt & Diagnose – SUV,automotive/werkstatt-und-diagnose/werkstatt-und-diagnose-suv
bz.01.12.03,bz.01.12,3,Werkstatt & Diagnose – Transporter,automotive/werkstatt-und-diagnose/werkstatt-und-diagnose-transporter
bz.01.12.04,bz.01.12,3,Werkstatt & Diagnose – LKW,automotive/werkstatt-und-diagnose/werkstatt-und-diagnose-lkw
bz.01.12.05,bz.01.12,3,Werkstatt & Diagnose – Nutzfahrzeug,automotive/werkstatt-und-diagnose/werkstatt-und-diagnose-nutzfahrzeug
bz.01.12.06,bz.01.12,3,Werkstatt & Diagnose – Oldtimer,automotive/werkstatt-und-diagnose/werkstatt-und-diagnose-oldtimer
bz.01.12.07,bz.01.12,3,Werkstatt & Diagnose – Sport,automotive/werkstatt-und-diagnose/werkstatt-und-diagnose-sport
bz.01.12.08,bz.01.12,3,Werkstatt & Diagnose – Universal,automotive/werkstatt-und-diagnose/werkstatt-und-diagnose-universal
bz.01.12.09,bz.01.12,3,Werkstatt & Diagnose – OEM,automotive/werkstatt-und-diagnose/werkstatt-und-diagnose-oem
bz.01.12.10,bz.01.12,3,Werkstatt & Diagnose – Aftermarket,automotive/werkstatt-und-diagnose/werkstatt-und-diagnose-aftermarket
bz.02,,1,Haus & Wohnen,haus-und-wohnen
bz.02.01,bz.02,2,Wohnzimmer,haus-und-wohnen/wohnzimmer
bz.02.01.01,bz.02.01,3,Wohnzimmer – Wohnzimmer,haus-und-wohnen/wohnzimmer/wohnzimmer-wohnzimmer
bz.02.01.02,bz.02.01,3,Wohnzimmer – Schlafzimmer,haus-und-wohnen/wohnzimmer/wohnzimmer-schlafzimmer
bz.02.01.03,bz.02.01,3,Wohnzimmer – Küche,haus-und-wohnen/wohnzimmer/wohnzimmer-kueche
bz.02.01.04,bz.02.01,3,Wohnzimmer – Bad,haus-und-wohnen/wohnzimmer/wohnzimmer-bad
bz.02.01.05,bz.02.01,3,Wohnzimmer – Kinder,haus-und-wohnen/wohnzimmer/wohnzimmer-kinder
bz.02.01.06,bz.02.01,3,Wohnzimmer – Balkon,haus-und-wohnen/wohnzimmer/wohnzimmer-balkon
bz.02.01.07,bz.02.01,3,Wohnzimmer – Garten,haus-und-wohnen/wohnzimmer/wohnzimmer-garten
bz.02.01.08,bz.02.01,3,Wohnzimmer – Gewerbe,haus-und-wohnen/wohnzimmer/wohnzimmer-gewerbe
bz.02.01.09,bz.02.01,3,Wohnzimmer – Premium,haus-und-wohnen/wohnzimmer/wohnzimmer-premium
bz.02.01.10,bz.02.01,3,Wohnzimmer – Ersatzteile,haus-und-wohnen/wohnzimmer/wohnzimmer-ersatzteile
bz.02.02,bz.02,2,Schlafzimmer,haus-und-wohnen/schlafzimmer
bz.02.02.01,bz.02.02,3,Schlafzimmer – Wohnzimmer,haus-und-wohnen/schlafzimmer/schlafzimmer-wohnzimmer
bz.02.02.02,bz.02.02,3,Schlafzimmer – Schlafzimmer,haus-und-wohnen/schlafzimmer/schlafzimmer-schlafzimmer
bz.02.02.03,bz.02.02,3,Schlafzimmer – Küche,haus-und-wohnen/schlafzimmer/schlafzimmer-kueche
bz.02.02.04,bz.02.02,3,Schlafzimmer – Bad,haus-und-wohnen/schlafzimmer/schlafzimmer-bad
bz.02.02.05,bz.02.02,3,Schlafzimmer – Kinder,haus-und-wohnen/schlafzimmer/schlafzimmer-kinder
bz.02.02.06,bz.02.02,3,Schlafzimmer – Balkon,haus-und-wohnen/schlafzimmer/schlafzimmer-balkon
bz.02.02.07,bz.02.02,3,Schlafzimmer – Garten,haus-und-wohnen/schlafzimmer/schlafzimmer-garten
bz.02.02.08,bz.02.02,3,Schlafzimmer – Gewerbe,haus-und-wohnen/schlafzimmer/schlafzimmer-gewerbe
bz.02.02.09,bz.02.02,3,Schlafzimmer – Premium,haus-und-wohnen/schlafzimmer/schlafzimmer-premium
bz.02.02.10,bz.02.02,3,Schlafzimmer – Ersatzteile,haus-und-wohnen/schlafzimmer/schlafzimmer-ersatzteile
bz.02.03,bz.02,2,Küche,haus-und-wohnen/kueche
bz.02.03.01,bz.02.03,3,Küche – Wohnzimmer,haus-und-wohnen/kueche/kueche-wohnzimmer
bz.02.03.02,bz.02.03,3,Küche – Schlafzimmer,haus-und-wohnen/kueche/kueche-schlafzimmer
bz.02.03.03,bz.02.03,3,Küche – Küche,haus-und-wohnen/kueche/kueche-kueche
bz.02.03.04,bz.02.03,3,Küche – Bad,haus-und-wohnen/kueche/kueche-bad
bz.02.03.05,bz.02.03,3,Küche – Kinder,haus-und-wohnen/kueche/kueche-kinder
bz.02.03.06,bz.02.03,3,Küche – Balkon,haus-und-wohnen/kueche/kueche-balkon
bz.02.03.07,bz.02.03,3,Küche – Garten,haus-und-wohnen/kueche/kueche-garten
bz.02.03.08,bz.02.03,3,Küche – Gewerbe,haus-und-wohnen/kueche/kueche-gewerbe
bz.02.03.09,bz.02.03,3,Küche – Premium,haus-und-wohnen/kueche/kueche-premium
bz.02.03.10,bz.02.03,3,Küche – Ersatzteile,haus-und-wohnen/kueche/kueche-ersatzteile
bz.02.04,bz.02,2,Bad,haus-und-wohnen/bad
bz.02.04.01,bz.02.04,3,Bad – Wohnzimmer,haus-und-wohnen/bad/bad-wohnzimmer
bz.02.04.02,bz.02.04,3,Bad – Schlafzimmer,haus-und-wohnen/bad/bad-schlafzimmer
bz.02.04.03,bz.02.04,3,Bad – Küche,haus-und-wohnen/bad/bad-kueche
bz.02.04.04,bz.02.04,3,Bad – Bad,haus-und-wohnen/bad/bad-bad
bz.02.04.05,bz.02.04,3,Bad – Kinder,haus-und-wohnen/bad/bad-kinder
bz.02.04.06,bz.02.04,3,Bad – Balkon,haus-und-wohnen/bad/bad-balkon
bz.02.04.07,bz.02.04,3,Bad – Garten,haus-und-wohnen/bad/bad-garten
bz.02.04.08,bz.02.04,3,Bad – Gewerbe,haus-und-wohnen/bad/bad-gewerbe
bz.02.04.09,bz.02.04,3,Bad – Premium,haus-und-wohnen/bad/bad-premium
bz.02.04.10,bz.02.04,3,Bad – Ersatzteile,haus-und-wohnen/bad/bad-ersatzteile
bz.02.05,bz.02,2,Flur & Eingangsbereich,haus-und-wohnen/flur-und-eingangsbereich
bz.02.05.01,bz.02.05,3,Flur & Eingangsbereich – Wohnzimmer,haus-und-wohnen/flur-und-eingangsbereich/flur-und-eingangsbereich-wohnzimmer
bz.02.05.02,bz.02.05,3,Flur & Eingangsbereich – Schlafzimmer,haus-und-wohnen/flur-und-eingangsbereich/flur-und-eingangsbereich-schlafzimmer
bz.02.05.03,bz.02.05,3,Flur & Eingangsbereich – Küche,haus-und-wohnen/flur-und-eingangsbereich/flur-und-eingangsbereich-kueche
bz.02.05.04,bz.02.05,3,Flur & Eingangsbereich – Bad,haus-und-wohnen/flur-und-eingangsbereich/flur-und-eingangsbereich-bad
bz.02.05.05,bz.02.05,3,Flur & Eingangsbereich – Kinder,haus-und-wohnen/flur-und-eingangsbereich/flur-und-eingangsbereich-kinder
bz.02.05.06,bz.02.05,3,Flur & Eingangsbereich – Balkon,haus-und-wohnen/flur-und-eingangsbereich/flur-und-eingangsbereich-balkon
bz.02.05.07,bz.02.05,3,Flur & Eingangsbereich – Garten,haus-und-wohnen/flur-und-eingangsbereich/flur-und-eingangsbereich-garten
bz.02.05.08,bz.02.05,3,Flur & Eingangsbereich – Gewerbe,haus-und-wohnen/flur-und-eingangsbereich/flur-und-eingangsbereich-gewerbe
bz.02.05.09,bz.02.05,3,Flur & Eingangsbereich – Premium,haus-und-wohnen/flur-und-eingangsbereich/flur-und-eingangsbereich-premium
bz.02.05.10,bz.02.05,3,Flur & Eingangsbereich – Ersatzteile,haus-und-wohnen/flur-und-eingangsbereich/flur-und-eingangsbereich-ersatzteile
bz.02.06,bz.02,2,Kinderzimmer,haus-und-wohnen/kinderzimmer
bz.02.06.01,bz.02.06,3,Kinderzimmer – Wohnzimmer,haus-und-wohnen/kinderzimmer/kinderzimmer-wohnzimmer
bz.02.06.02,bz.02.06,3,Kinderzimmer – Schlafzimmer,haus-und-wohnen/kinderzimmer/kinderzimmer-schlafzimmer
bz.02.06.03,bz.02.06,3,Kinderzimmer – Küche,haus-und-wohnen/kinderzimmer/kinderzimmer-kueche
bz.02.06.04,bz.02.06,3,Kinderzimmer – Bad,haus-und-wohnen/kinderzimmer/kinderzimmer-bad
bz.02.06.05,bz.02.06,3,Kinderzimmer – Kinder,haus-und-wohnen/kinderzimmer/kinderzimmer-kinder
bz.02.06.06,bz.02.06,3,Kinderzimmer – Balkon,haus-und-wohnen/kinderzimmer/kinderzimmer-balkon
bz.02.06.07,bz.02.06,3,Kinderzimmer – Garten,haus-und-wohnen/kinderzimmer/kinderzimmer-garten
bz.02.06.08,bz.02.06,3,Kinderzimmer – Gewerbe,haus-und-wohnen/kinderzimmer/kinderzimmer-gewerbe
bz.02.06.09,bz.02.06,3,Kinderzimmer – Premium,haus-und-wohnen/kinderzimmer/kinderzimmer-premium
bz.02.06.10,bz.02.06,3,Kinderzimmer – Ersatzteile,haus-und-wohnen/kinderzimmer/kinderzimmer-ersatzteile
bz.02.07,bz.02,2,Dekoration,haus-und-wohnen/dekoration
bz.02.07.01,bz.02.07,3,Dekoration – Wohnzimmer,haus-und-wohnen/dekoration/dekoration-wohnzimmer
bz.02.07.02,bz.02.07,3,Dekoration – Schlafzimmer,haus-und-wohnen/dekoration/dekoration-schlafzimmer
bz.02.07.03,bz.02.07,3,Dekoration – Küche,haus-und-wohnen/dekoration/dekoration-kueche
bz.02.07.04,bz.02.07,3,Dekoration – Bad,haus-und-wohnen/dekoration/dekoration-bad
bz.02.07.05,bz.02.07,3,Dekoration – Kinder,haus-und-wohnen/dekoration/dekoration-kinder
bz.02.07.06,bz.02.07,3,Dekoration – Balkon,haus-und-wohnen/dekoration/dekoration-balkon
bz.02.07.07,bz.02.07,3,Dekoration – Garten,haus-und-wohnen/dekoration/dekoration-garten
bz.02.07.08,bz.02.07,3,Dekoration – Gewerbe,haus-und-wohnen/dekoration/dekoration-gewerbe
bz.02.07.09,bz.02.07,3,Dekoration – Premium,haus-und-wohnen/dekoration/dekoration-premium
bz.02.07.10,bz.02.07,3,Dekoration – Ersatzteile,haus-und-wohnen/dekoration/dekoration-ersatzteile
bz.02.08,bz.02,2,Haushalt,haus-und-wohnen/haushalt
bz.02.08.01,bz.02.08,3,Haushalt – Wohnzimmer,haus-und-wohnen/haushalt/haushalt-wohnzimmer
bz.02.08.02,bz.02.08,3,Haushalt – Schlafzimmer,haus-und-wohnen/haushalt/haushalt-schlafzimmer
bz.02.08.03,bz.02.08,3,Haushalt – Küche,haus-und-wohnen/haushalt/haushalt-kueche
bz.02.08.04,bz.02.08,3,Haushalt – Bad,haus-und-wohnen/haushalt/haushalt-bad
bz.02.08.05,bz.02.08,3,Haushalt – Kinder,haus-und-wohnen/haushalt/haushalt-kinder
bz.02.08.06,bz.02.08,3,Haushalt – Balkon,haus-und-wohnen/haushalt/haushalt-balkon
bz.02.08.07,bz.02.08,3,Haushalt – Garten,haus-und-wohnen/haushalt/haushalt-garten
bz.02.08.08,bz.02.08,3,Haushalt – Gewerbe,haus-und-wohnen/haushalt/haushalt-gewerbe
bz.02.08.09,bz.02.08,3,Haushalt – Premium,haus-und-wohnen/haushalt/haushalt-premium
bz.02.08.10,bz.02.08,3,Haushalt – Ersatzteile,haus-und-wohnen/haushalt/haushalt-ersatzteile
bz.02.09,bz.02,2,Textilien,haus-und-wohnen/textilien
bz.02.09.01,bz.02.09,3,Textilien – Wohnzimmer,haus-und-wohnen/textilien/textilien-wohnzimmer
bz.02.09.02,bz.02.09,3,Textilien – Schlafzimmer,haus-und-wohnen/textilien/textilien-schlafzimmer
bz.02.09.03,bz.02.09,3,Textilien – Küche,haus-und-wohnen/textilien/textilien-kueche
bz.02.09.04,bz.02.09,3,Textilien – Bad,haus-und-wohnen/textilien/textilien-bad
bz.02.09.05,bz.02.09,3,Textilien – Kinder,haus-und-wohnen/textilien/textilien-kinder
bz.02.09.06,bz.02.09,3,Textilien – Balkon,haus-und-wohnen/textilien/textilien-balkon
bz.02.09.07,bz.02.09,3,Textilien – Garten,haus-und-wohnen/textilien/textilien-garten
bz.02.09.08,bz.02.09,3,Textilien – Gewerbe,haus-und-wohnen/textilien/textilien-gewerbe
bz.02.09.09,bz.02.09,3,Textilien – Premium,haus-und-wohnen/textilien/textilien-premium
bz.02.09.10,bz.02.09,3,Textilien – Ersatzteile,haus-und-wohnen/textilien/textilien-ersatzteile
bz.02.10,bz.02,2,Aufbewahrung,haus-und-wohnen/aufbewahrung
bz.02.10.01,bz.02.10,3,Aufbewahrung – Wohnzimmer,haus-und-wohnen/aufbewahrung/aufbewahrung-wohnzimmer
bz.02.10.02,bz.02.10,3,Aufbewahrung – Schlafzimmer,haus-und-wohnen/aufbewahrung/aufbewahrung-schlafzimmer
bz.02.10.03,bz.02.10,3,Aufbewahrung – Küche,haus-und-wohnen/aufbewahrung/aufbewahrung-kueche
bz.02.10.04,bz.02.10,3,Aufbewahrung – Bad,haus-und-wohnen/aufbewahrung/aufbewahrung-bad
bz.02.10.05,bz.02.10,3,Aufbewahrung – Kinder,haus-und-wohnen/aufbewahrung/aufbewahrung-kinder
bz.02.10.06,bz.02.10,3,Aufbewahrung – Balkon,haus-und-wohnen/aufbewahrung/aufbewahrung-balkon
bz.02.10.07,bz.02.10,3,Aufbewahrung – Garten,haus-und-wohnen/aufbewahrung/aufbewahrung-garten
bz.02.10.08,bz.02.10,3,Aufbewahrung – Gewerbe,haus-und-wohnen/aufbewahrung/aufbewahrung-gewerbe
bz.02.10.09,bz.02.10,3,Aufbewahrung – Premium,haus-und-wohnen/aufbewahrung/aufbewahrung-premium
bz.02.10.10,bz.02.10,3,Aufbewahrung – Ersatzteile,haus-und-wohnen/aufbewahrung/aufbewahrung-ersatzteile
bz.02.11,bz.02,2,Garten & Balkon,haus-und-wohnen/garten-und-balkon
