id,parent_id,level,name,slug
01.07.01,01.07,3,Kraftstoffpumpen,automotive/kraftstoffsystem/kraftstoffpumpen
01.07.02,01.07,3,Einspritzdüsen,automotive/kraftstoffsystem/einspritzduesen
01.07.03,01.07,3,Injektoren,automotive/kraftstoffsystem/injektoren
01.07.04,01.07,3,Kraftstofffilter,automotive/kraftstoffsystem/kraftstofffilter
01.07.05,01.07,3,Hochdruckpumpen,automotive/kraftstoffsystem/hochdruckpumpen
01.07.06,01.07,3,Tank & Komponenten,automotive/kraftstoffsystem/tank-und-komponenten
01.08,01,2,Karosserie,automotive/karosserie
01.08.01,01.08,3,Kotflügel,automotive/karosserie/kotfluegel
01.08.02,01.08,3,Motorhauben,automotive/karosserie/motorhauben
01.08.03,01.08,3,Stoßfänger,automotive/karosserie/stossfaenger
01.08.04,01.08,3,Türen,automotive/karosserie/tueren
01.08.05,01.08,3,Spiegel,automotive/karosserie/spiegel
01.08.06,01.08,3,Grill & Embleme,automotive/karosserie/grill-und-embleme
01.08.07,01.08,3,Unterboden,automotive/karosserie/unterboden
01.08.08,01.08,3,Dichtungen,automotive/karosserie/dichtungen
01.09,01,2,Innenraum,automotive/innenraum
01.09.01,01.09,3,Sitze,automotive/innenraum/sitze
01.09.02,01.09,3,Teppiche & Matten,automotive/innenraum/teppiche-und-matten
01.09.03,01.09,3,Armaturenbrett,automotive/innenraum/armaturenbrett
01.09.04,01.09,3,Mittelkonsole,automotive/innenraum/mittelkonsole
01.09.05,01.09,3,Schalter,automotive/innenraum/schalter
01.09.06,01.09,3,Innenraumbeleuchtung,automotive/innenraum/innenraumbeleuchtung
01.10,01,2,Klima & Heizung,automotive/klima-und-heizung
01.10.01,01.10,3,Klimakompressoren,automotive/klima-und-heizung/klimakompressoren
01.10.02,01.10,3,Kondensatoren,automotive/klima-und-heizung/kondensatoren
01.10.03,01.10,3,Verdampfer,automotive/klima-und-heizung/verdampfer
01.10.04,01.10,3,Gebläsemotoren,automotive/klima-und-heizung/geblaesemotoren
01.10.05,01.10,3,Heizungsventile,automotive/klima-und-heizung/heizungsventile
01.10.06,01.10,3,Klimaservice,automotive/klima-und-heizung/klimaservice
01.11,01,2,Anhänger & Transport,automotive/anhaenger-und-transport
01.11.01,01.11,3,Anhängerkupplungen,automotive/anhaenger-und-transport/anhaengerkupplungen
01.11.02,01.11,3,Elektrosätze,automotive/anhaenger-und-transport/elektrosaetze
01.11.03,01.11,3,Stützräder,automotive/anhaenger-und-transport/stuetzraeder
01.11.04,01.11,3,Kupplungsköpfe,automotive/anhaenger-und-transport/kupplungskoepfe
01.11.05,01.11,3,Seilwinden,automotive/anhaenger-und-transport/seilwinden
01.11.06,01.11,3,Ladungssicherung,automotive/anhaenger-und-transport/ladungssicherung
02,,1,Haus & Wohnen,haus-und-wohnen
02.01,02,2,Wohnzimmer,haus-und-wohnen/wohnzimmer
02.01.01,02.01,3,Sofas,haus-und-wohnen/wohnzimmer/sofas
02.01.02,02.01,3,Sessel,haus-und-wohnen/wohnzimmer/sessel
02.01.03,02.01,3,Couchtische,haus-und-wohnen/wohnzimmer/couchtische
02.01.04,02.01,3,TV-Möbel,haus-und-wohnen/wohnzimmer/tv-moebel
02.01.05,02.01,3,Regale,haus-und-wohnen/wohnzimmer/regale
02.01.06,02.01,3,Teppiche,haus-und-wohnen/wohnzimmer/teppiche
02.02,02,2,Schlafzimmer,haus-und-wohnen/schlafzimmer
02.02.01,02.02,3,Betten,haus-und-wohnen/schlafzimmer/betten
02.02.02,02.02,3,Matratzen,haus-und-wohnen/schlafzimmer/matratzen
02.02.03,02.02,3,Nachttische,haus-und-wohnen/schlafzimmer/nachttische
02.02.04,02.02,3,Kleiderschränke,haus-und-wohnen/schlafzimmer/kleiderschraenke
02.02.05,02.02,3,Kommoden,haus-und-wohnen/schlafzimmer/kommoden
02.02.06,02.02,3,Bettwaren,haus-und-wohnen/schlafzimmer/bettwaren
02.03,02,2,Küche,haus-und-wohnen/kueche
02.03.01,02.03,3,Küchenorganisation,haus-und-wohnen/kueche/kuechenorganisation
02.03.02,02.03,3,Geschirr,haus-und-wohnen/kueche/geschirr
02.03.03,02.03,3,Besteck,haus-und-wohnen/kueche/besteck
02.03.04,02.03,3,Töpfe & Pfannen,haus-und-wohnen/kueche/toepfe-und-pfannen
02.03.05,02.03,3,Aufbewahrung,haus-und-wohnen/kueche/aufbewahrung
02.03.06,02.03,3,Küchenzubehör,haus-und-wohnen/kueche/kuechenzubehoer
02.04,02,2,Bad,haus-und-wohnen/bad
02.04.01,02.04,3,Badmöbel,haus-und-wohnen/bad/badmoebel
02.04.02,02.04,3,Badtextilien,haus-und-wohnen/bad/badtextilien
02.04.03,02.04,3,Duschen & Zubehör,haus-und-wohnen/bad/duschen-und-zubehoer
02.04.04,02.04,3,Armaturen,haus-und-wohnen/bad/armaturen
02.04.05,02.04,3,Spiegel,haus-und-wohnen/bad/spiegel
02.04.06,02.04,3,Organisation,haus-und-wohnen/bad/organisation
02.05,02,2,Dekoration,haus-und-wohnen/dekoration
02.05.01,02.05,3,Wanddeko,haus-und-wohnen/dekoration/wanddeko
02.05.02,02.05,3,Figuren,haus-und-wohnen/dekoration/figuren
02.05.03,02.05,3,Vasen,haus-und-wohnen/dekoration/vasen
02.05.04,02.05,3,Kerzenhalter,haus-und-wohnen/dekoration/kerzenhalter
02.05.05,02.05,3,Bilderrahmen,haus-und-wohnen/dekoration/bilderrahmen
02.05.06,02.05,3,Saisondeko,haus-und-wohnen/dekoration/saisondeko
02.06,02,2,Haushalt,haus-und-wohnen/haushalt
02.06.01,02.06,3,Wäsche,haus-und-wohnen/haushalt/waesche
02.06.02,02.06,3,Bügeln,haus-und-wohnen/haushalt/buegeln
02.06.03,02.06,3,Aufbewahrung,haus-und-wohnen/haushalt/aufbewahrung
02.06.04,02.06,3,Mülltrennung,haus-und-wohnen/haushalt/muelltrennung
02.06.05,02.06,3,Reparaturbedarf,haus-und-wohnen/haushalt/reparaturbedarf
02.06.06,02.06,3,Haushaltshelfer,haus-und-wohnen/haushalt/haushaltshelfer
03,,1,Werkzeuge,werkzeuge
03.01,03,2,Handwerkzeuge,werkzeuge/handwerkzeuge
03.01.01,03.01,3,Schraubendreher,werkzeuge/handwerkzeuge/schraubendreher
03.01.02,03.01,3,Schraubenschlüssel,werkzeuge/handwerkzeuge/schraubenschluessel
03.01.03,03.01,3,Zangen,werkzeuge/handwerkzeuge/zangen
03.01.04,03.01,3,Steckschlüssel,werkzeuge/handwerkzeuge/steckschluessel
03.01.05,03.01,3,Hammer,werkzeuge/handwerkzeuge/hammer
03.01.06,03.01,3,Messwerkzeuge,werkzeuge/handwerkzeuge/messwerkzeuge
03.02,03,2,Elektrowerkzeuge,werkzeuge/elektrowerkzeuge
03.02.01,03.02,3,Bohrmaschinen,werkzeuge/elektrowerkzeuge/bohrmaschinen
03.02.02,03.02,3,Akkuschrauber,werkzeuge/elektrowerkzeuge/akkuschrauber
03.02.03,03.02,3,Schlagbohrer,werkzeuge/elektrowerkzeuge/schlagbohrer
03.02.04,03.02,3,Winkelschleifer,werkzeuge/elektrowerkzeuge/winkelschleifer
03.02.05,03.02,3,Sägen,werkzeuge/elektrowerkzeuge/saegen
03.02.06,03.02,3,Fräsen,werkzeuge/elektrowerkzeuge/fraesen
03.03,03,2,Druckluftwerkzeuge,werkzeuge/druckluftwerkzeuge
03.03.01,03.03,3,Schlagschrauber,werkzeuge/druckluftwerkzeuge/schlagschrauber
03.03.02,03.03,3,Druckluftbohrer,werkzeuge/druckluftwerkzeuge/druckluftbohrer
03.03.03,03.03,3,Druckluftschleifer,werkzeuge/druckluftwerkzeuge/druckluftschleifer
03.03.04,03.03,3,Ausblaspistolen,werkzeuge/druckluftwerkzeuge/ausblaspistolen
03.03.05,03.03,3,Nagler,werkzeuge/druckluftwerkzeuge/nagler
03.04,03,2,Mess- & Prüftechnik,werkzeuge/mess-und-prueftechnik
03.04.01,03.04,3,Multimeter,werkzeuge/mess-und-prueftechnik/multimeter
03.04.02,03.04,3,Spannungsprüfer,werkzeuge/mess-und-prueftechnik/spannungspruefer
03.04.03,03.04,3,Messschieber,werkzeuge/mess-und-prueftechnik/messschieber
03.04.04,03.04,3,Laser,werkzeuge/mess-und-prueftechnik/laser
03.04.05,03.04,3,Prüfgeräte,werkzeuge/mess-und-prueftechnik/pruefgeraete
03.05,03,2,Werkstatt,werkzeuge/werkstatt
03.05.01,03.05,3,Werkbänke,werkzeuge/werkstatt/werkbaenke
03.05.02,03.05,3,Werkstattwagen,werkzeuge/werkstatt/werkstattwagen
03.05.03,03.05,3,Schraubstöcke,werkzeuge/werkstatt/schraubstoecke
03.05.04,03.05,3,Hebewerkzeuge,werkzeuge/werkstatt/hebewerkzeuge
03.05.05,03.05,3,Werkstattbedarf,werkzeuge/werkstatt/werkstattbedarf
04,,1,Garten,garten
04.01,04,2,Gartenwerkzeuge,garten/gartenwerkzeuge
04.01.01,04.01,3,Spaten,garten/gartenwerkzeuge/spaten
04.01.02,04.01,3,Schaufeln,garten/gartenwerkzeuge/schaufeln
04.01.03,04.01,3,Harken,garten/gartenwerkzeuge/harken
04.01.04,04.01,3,Rechen,garten/gartenwerkzeuge/rechen
04.01.05,04.01,3,Scheren,garten/gartenwerkzeuge/scheren
04.01.06,04.01,3,Äxte,garten/gartenwerkzeuge/aexte
04.02,04,2,Rasenpflege,garten/rasenpflege
04.02.01,04.02,3,Rasenmäher,garten/rasenpflege/rasenmaeher
04.02.02,04.02,3,Mähroboter,garten/rasenpflege/maehroboter
04.02.03,04.02,3,Vertikutierer,garten/rasenpflege/vertikutierer
04.02.04,04.02,3,Rasentrimmer,garten/rasenpflege/rasentrimmer
04.02.05,04.02,3,Rasenwalzen,garten/rasenpflege/rasenwalzen
04.03,04,2,Bewässerung,garten/bewaesserung
04.03.01,04.03,3,Gartenschläuche,garten/bewaesserung/gartenschlaeuche
04.03.02,04.03,3,Schlauchwagen,garten/bewaesserung/schlauchwagen
04.03.03,04.03,3,Pumpen,garten/bewaesserung/pumpen
04.03.04,04.03,3,Regner,garten/bewaesserung/regner
04.03.05,04.03,3,Tropfbewässerung,garten/bewaesserung/tropfbewaesserung
04.03.06,04.03,3,Bewässerungssteuerung,garten/bewaesserung/bewaesserungssteuerung
04.04,04,2,Pflanzen & Anzucht,garten/pflanzen-und-anzucht
04.04.01,04.04,3,Samen,garten/pflanzen-und-anzucht/samen
04.04.02,04.04,3,Jungpflanzen,garten/pflanzen-und-anzucht/jungpflanzen
04.04.03,04.04,3,Gewächshaus,garten/pflanzen-und-anzucht/gewaechshaus
04.04.04,04.04,3,Anzuchttöpfe,garten/pflanzen-und-anzucht/anzuchttoepfe
04.04.05,04.04,3,Substrate,garten/pflanzen-und-anzucht/substrate
04.04.06,04.04,3,Dünger,garten/pflanzen-und-anzucht/duenger
04.05,04,2,Gartenmöbel,garten/gartenmoebel
04.05.01,04.05,3,Gartenstühle,garten/gartenmoebel/gartenstuehle
04.05.02,04.05,3,Gartentische,garten/gartenmoebel/gartentische
04.05.03,04.05,3,Liegen,garten/gartenmoebel/liegen
04.05.04,04.05,3,Loungemöbel,garten/gartenmoebel/loungemoebel
04.05.05,04.05,3,Sonnenschirme,garten/gartenmoebel/sonnenschirme
04.06,04,2,Gartenmaschinen,garten/gartenmaschinen
04.06.01,04.06,3,Heckenscheren,garten/gartenmaschinen/heckenscheren
04.06.02,04.06,3,Kettensägen,garten/gartenmaschinen/kettensaegen
04.06.03,04.06,3,Laubbläser,garten/gartenmaschinen/laubblaeser
04.06.04,04.06,3,Häcksler,garten/gartenmaschinen/haecksler
04.06.05,04.06,3,Motorhacken,garten/gartenmaschinen/motorhacken
05,,1,Reinigung,reinigung
05.01,05,2,Reinigungsmittel,reinigung/reinigungsmittel
05.01.01,05.01,3,Allzweckreiniger,reinigung/reinigungsmittel/allzweckreiniger
05.01.02,05.01,3,Badreiniger,reinigung/reinigungsmittel/badreiniger
05.01.03,05.01,3,Küchenreiniger,reinigung/reinigungsmittel/kuechenreiniger
05.01.04,05.01,3,Glasreiniger,reinigung/reinigungsmittel/glasreiniger
05.01.05,05.01,3,Bodenreiniger,reinigung/reinigungsmittel/bodenreiniger
05.01.06,05.01,3,Desinfektion,reinigung/reinigungsmittel/desinfektion
05.02,05,2,Wäschepflege,reinigung/waeschepflege
05.02.01,05.02,3,Waschmittel,reinigung/waeschepflege/waschmittel
05.02.02,05.02,3,Weichspüler,reinigung/waeschepflege/weichspueler
05.02.03,05.02,3,Fleckentferner,reinigung/waeschepflege/fleckentferner
05.02.04,05.02,3,Waschzusätze,reinigung/waeschepflege/waschzusaetze
05.02.05,05.02,3,Wäschenetze,reinigung/waeschepflege/waeschenetze
05.03,05,2,Geschirrspülen,reinigung/geschirrspuelen
05.03.01,05.03,3,Handspülmittel,reinigung/geschirrspuelen/handspuelmittel
05.03.02,05.03,3,Maschinenspülmittel,reinigung/geschirrspuelen/maschinenspuelmittel
05.03.03,05.03,3,Tabs,reinigung/geschirrspuelen/tabs
05.03.04,05.03,3,Klarspüler,reinigung/geschirrspuelen/klarspueler
05.03.05,05.03,3,Regeneriersalz,reinigung/geschirrspuelen/regeneriersalz
05.04,05,2,Reinigungsgeräte,reinigung/reinigungsgeraete
05.04.01,05.04,3,Staubsauger,reinigung/reinigungsgeraete/staubsauger
05.04.02,05.04,3,Dampfreiniger,reinigung/reinigungsgeraete/dampfreiniger
05.04.03,05.04,3,Fensterreiniger,reinigung/reinigungsgeraete/fensterreiniger
05.04.04,05.04,3,Hochdruckreiniger,reinigung/reinigungsgeraete/hochdruckreiniger
05.04.05,05.04,3,Bodenmaschinen,reinigung/reinigungsgeraete/bodenmaschinen
05.05,05,2,Professionelle Reinigung,reinigung/professionelle-reinigung
05.05.01,05.05,3,Gewerbereiniger,reinigung/professionelle-reinigung/gewerbereiniger
05.05.02,05.05,3,Hotelbedarf,reinigung/professionelle-reinigung/hotelbedarf
05.05.03,05.05,3,Gastro-Reinigung,reinigung/professionelle-reinigung/gastro-reinigung
05.05.04,05.05,3,Industrie-Reinigung,reinigung/professionelle-reinigung/industrie-reinigung
05.05.05,05.05,3,Dosiersysteme,reinigung/professionelle-reinigung/dosiersysteme
06,,1,Kosmetik & Pflege,kosmetik-und-pflege
06.01,06,2,Gesichtspflege,kosmetik-und-pflege/gesichtspflege
06.01.01,06.01,3,Reinigung,kosmetik-und-pflege/gesichtspflege/reinigung
06.01.02,06.01,3,Cremes,kosmetik-und-pflege/gesichtspflege/cremes
06.01.03,06.01,3,Seren,kosmetik-und-pflege/gesichtspflege/seren
06.01.04,06.01,3,Masken,kosmetik-und-pflege/gesichtspflege/masken
06.01.05,06.01,3,Peelings,kosmetik-und-pflege/gesichtspflege/peelings
06.01.06,06.01,3,Sonnenschutz,kosmetik-und-pflege/gesichtspflege/sonnenschutz
06.02,06,2,Körperpflege,kosmetik-und-pflege/koerperpflege
06.02.01,06.02,3,Duschgel,kosmetik-und-pflege/koerperpflege/duschgel
06.02.02,06.02,3,Bodylotion,kosmetik-und-pflege/koerperpflege/bodylotion
06.02.03,06.02,3,Deodorants,kosmetik-und-pflege/koerperpflege/deodorants
06.02.04,06.02,3,Handpflege,kosmetik-und-pflege/koerperpflege/handpflege
06.02.05,06.02,3,Fußpflege,kosmetik-und-pflege/koerperpflege/fusspflege
06.03,06,2,Haarpflege,kosmetik-und-pflege/haarpflege
06.03.01,06.03,3,Shampoo,kosmetik-und-pflege/haarpflege/shampoo
06.03.02,06.03,3,Conditioner,kosmetik-und-pflege/haarpflege/conditioner
06.03.03,06.03,3,Haarkuren,kosmetik-und-pflege/haarpflege/haarkuren
06.03.04,06.03,3,Styling,kosmetik-und-pflege/haarpflege/styling
06.03.05,06.03,3,Haarfarben,kosmetik-und-pflege/haarpflege/haarfarben
06.03.06,06.03,3,Bürsten,kosmetik-und-pflege/haarpflege/buersten
06.04,06,2,Parfum,kosmetik-und-pflege/parfum
06.04.01,06.04,3,Damenparfum,kosmetik-und-pflege/parfum/damenparfum
06.04.02,06.04,3,Herrenparfum,kosmetik-und-pflege/parfum/herrenparfum
06.04.03,06.04,3,Unisex,kosmetik-und-pflege/parfum/unisex
06.04.04,06.04,3,Körperdüfte,kosmetik-und-pflege/parfum/koerperduefte
06.04.05,06.04,3,Duftsets,kosmetik-und-pflege/parfum/duftsets
06.05,06,2,Kosmetik,kosmetik-und-pflege/kosmetik
06.05.01,06.05,3,Make-up,kosmetik-und-pflege/kosmetik/make-up
06.05.02,06.05,3,Lippen,kosmetik-und-pflege/kosmetik/lippen
06.05.03,06.05,3,Augen,kosmetik-und-pflege/kosmetik/augen
06.05.04,06.05,3,Nägel,kosmetik-und-pflege/kosmetik/naegel
06.05.05,06.05,3,Pinsel & Tools,kosmetik-und-pflege/kosmetik/pinsel-und-tools
07,,1,Elektronik,elektronik
07.01,07,2,Computer,elektronik/computer
07.01.01,07.01,3,Laptops,elektronik/computer/laptops
07.01.02,07.01,3,Desktop-PCs,elektronik/computer/desktop-pcs
07.01.03,07.01,3,Monitore,elektronik/computer/monitore
07.01.04,07.01,3,Tastaturen,elektronik/computer/tastaturen
07.01.05,07.01,3,Mäuse,elektronik/computer/maeuse
07.01.06,07.01,3,Webcams,elektronik/computer/webcams
07.02,07,2,Netzwerk,elektronik/netzwerk
07.02.01,07.02,3,Router,elektronik/netzwerk/router
07.02.02,07.02,3,Switches,elektronik/netzwerk/switches
07.02.03,07.02,3,Access Points,elektronik/netzwerk/access-points
07.02.04,07.02,3,Repeater,elektronik/netzwerk/repeater
07.02.05,07.02,3,Netzwerkkabel,elektronik/netzwerk/netzwerkkabel
07.02.06,07.02,3,Adapter,elektronik/netzwerk/adapter
07.03,07,2,Smartphones & Tablets,elektronik/smartphones-und-tablets
07.03.01,07.03,3,Smartphones,elektronik/smartphones-und-tablets/smartphones
07.03.02,07.03,3,Tablets,elektronik/smartphones-und-tablets/tablets
07.03.03,07.03,3,Hüllen,elektronik/smartphones-und-tablets/huellen
07.03.04,07.03,3,Ladegeräte,elektronik/smartphones-und-tablets/ladegeraete
07.03.05,07.03,3,Displayschutz,elektronik/smartphones-und-tablets/displayschutz
07.04,07,2,Audio,elektronik/audio
07.04.01,07.04,3,Kopfhörer,elektronik/audio/kopfhoerer
07.04.02,07.04,3,Lautsprecher,elektronik/audio/lautsprecher
07.04.03,07.04,3,Mikrofone,elektronik/audio/mikrofone
07.04.04,07.04,3,Soundbars,elektronik/audio/soundbars
07.04.05,07.04,3,Audioadapter,elektronik/audio/audioadapter
07.05,07,2,TV & Video,elektronik/tv-und-video
07.05.01,07.05,3,Fernseher,elektronik/tv-und-video/fernseher
07.05.02,07.05,3,Beamer,elektronik/tv-und-video/beamer
07.05.03,07.05,3,Streaming,elektronik/tv-und-video/streaming
07.05.04,07.05,3,TV-Zubehör,elektronik/tv-und-video/tv-zubehoer
07.05.05,07.05,3,Kabel,elektronik/tv-und-video/kabel
07.06,07,2,Speicher,elektronik/speicher
07.06.01,07.06,3,SSDs,elektronik/speicher/ssds
07.06.02,07.06,3,Festplatten,elektronik/speicher/festplatten
07.06.03,07.06,3,USB-Sticks,elektronik/speicher/usb-sticks
07.06.04,07.06,3,Speicherkarten,elektronik/speicher/speicherkarten
07.06.05,07.06,3,NAS,elektronik/speicher/nas
08,,1,Elektrogeräte,elektrogeraete
08.01,08,2,Waschen,elektrogeraete/waschen
08.01.01,08.01,3,Waschmaschinen,elektrogeraete/waschen/waschmaschinen
08.01.02,08.01,3,Waschtrockner,elektrogeraete/waschen/waschtrockner
08.01.03,08.01,3,Trockner,elektrogeraete/waschen/trockner
08.01.04,08.01,3,Zubehör,elektrogeraete/waschen/zubehoer
08.02,08,2,Kühlen,elektrogeraete/kuehlen
08.02.01,08.02,3,Kühlschränke,elektrogeraete/kuehlen/kuehlschraenke
08.02.02,08.02,3,Gefrierschränke,elektrogeraete/kuehlen/gefrierschraenke
08.02.03,08.02,3,Kühl-Gefrierkombinationen,elektrogeraete/kuehlen/kuehl-gefrierkombinationen
08.02.04,08.02,3,Zubehör,elektrogeraete/kuehlen/zubehoer
08.03,08,2,Kochen,elektrogeraete/kochen
08.03.01,08.03,3,Backöfen,elektrogeraete/kochen/backoefen
08.03.02,08.03,3,Herde,elektrogeraete/kochen/herde
08.03.03,08.03,3,Kochfelder,elektrogeraete/kochen/kochfelder
08.03.04,08.03,3,Mikrowellen,elektrogeraete/kochen/mikrowellen
08.03.05,08.03,3,Dunstabzug,elektrogeraete/kochen/dunstabzug
08.04,08,2,Haushaltskleingeräte,elektrogeraete/haushaltskleingeraete
08.04.01,08.04,3,Kaffeemaschinen,elektrogeraete/haushaltskleingeraete/kaffeemaschinen
08.04.02,08.04,3,Wasserkocher,elektrogeraete/haushaltskleingeraete/wasserkocher
08.04.03,08.04,3,Toaster,elektrogeraete/haushaltskleingeraete/toaster
08.04.04,08.04,3,Mixer,elektrogeraete/haushaltskleingeraete/mixer
08.04.05,08.04,3,Küchenmaschinen,elektrogeraete/haushaltskleingeraete/kuechenmaschinen
09,,1,Möbel,moebel
09.01,09,2,Sitzmöbel,moebel/sitzmoebel
09.01.01,09.01,3,Sofas,moebel/sitzmoebel/sofas
09.01.02,09.01,3,Sessel,moebel/sitzmoebel/sessel
09.01.03,09.01,3,Stühle,moebel/sitzmoebel/stuehle
09.01.04,09.01,3,Hocker,moebel/sitzmoebel/hocker
09.01.05,09.01,3,Bänke,moebel/sitzmoebel/baenke
09.02,09,2,Tische,moebel/tische
09.02.01,09.02,3,Esstische,moebel/tische/esstische
09.02.02,09.02,3,Schreibtische,moebel/tische/schreibtische
09.02.03,09.02,3,Couchtische,moebel/tische/couchtische
09.02.04,09.02,3,Beistelltische,moebel/tische/beistelltische
09.03,09,2,Schränke,moebel/schraenke
09.03.01,09.03,3,Kleiderschränke,moebel/schraenke/kleiderschraenke
09.03.02,09.03,3,Vitrinen,moebel/schraenke/vitrinen
09.03.03,09.03,3,Sideboards,moebel/schraenke/sideboards
09.03.04,09.03,3,Kommoden,moebel/schraenke/kommoden
09.03.05,09.03,3,Regale,moebel/schraenke/regale
09.04,09,2,Schlafmöbel,moebel/schlafmoebel
09.04.01,09.04,3,Betten,moebel/schlafmoebel/betten
09.04.02,09.04,3,Boxspringbetten,moebel/schlafmoebel/boxspringbetten
09.04.03,09.04,3,Nachttische,moebel/schlafmoebel/nachttische
09.04.04,09.04,3,Matratzen,moebel/schlafmoebel/matratzen
10,,1,Beleuchtung,beleuchtung
10.01,10,2,Innenbeleuchtung,beleuchtung/innenbeleuchtung
10.01.01,10.01,3,Deckenleuchten,beleuchtung/innenbeleuchtung/deckenleuchten
10.01.02,10.01,3,Pendelleuchten,beleuchtung/innenbeleuchtung/pendelleuchten
10.01.03,10.01,3,Wandleuchten,beleuchtung/innenbeleuchtung/wandleuchten
10.01.04,10.01,3,Stehleuchten,beleuchtung/innenbeleuchtung/stehleuchten
